subID	Trial	Reward	Reward.Nom	Beta	Time	RT	Max	Mean	Stddev	Plaus	FC5	FC3	FC1	C5	C3	C1	CP5	CP3	CP1
1	1	0	noReward	-2.898144577	7.82423	0.503	0.72542	0.04877	0.12756	0.777777778	-3.057607677	-2.688247574	-3.079113882	-2.733368009	-3.015934981	-3.079113882	-2.780620894	-2.748872196	-2.900422094
1	2	0.2	veryLow	-2.522572575	7.99488	0.242	0.88496	0.07889	0.19304	0.777777778	-2.813410717	-2.590267165	-2.780620894	-2.273026291	-2.282782466	-2.70306266	-2.364460497	-2.430418465	-2.465104022
1	3	1.36	low	-2.633128274	8.17	0.248	0.48294	0.04228	0.0979	0.777777778	-2.733368009	-2.718100537	-2.847312268	-2.375155786	-2.501036032	-2.847312268	-2.513306124	-2.488914671	-2.673648774
1	4	0.56	veryLow		8.34415	0.197	0.80213	0.09103	0.18142	0.777777778									
1	5	3.84	high	-2.482418857	8.52005	0.249	0.50406	0.06292	0.10888	0.777777778	-2.673648774	-2.538307427	-2.830217835	-1.883874758	-2.465104022	-2.718100537	-2.207274913	-2.407945609	-2.617295838
1	6	0	noReward	-2.239139781	8.69783	0.416	0.5971	0.04152	0.09222	0.777777778	-2.375155786	-2.551046452	-2.673648774	-1.870802677	-2.063568193	-2.453407983	-1.931021537	-2.079441542	-2.154165088
1	7	4.32	veryHigh	-2.203163245	8.87005	0.248	0.84559	0.09674	0.19726	0.777777778	-2.3227878	-2.3330443	-2.525728644	-1.737271284	-2.198225078	-2.3330443	-2.095570924	-2.128631786	-2.154165088
1	8	2.4	med		9.04486	0.237	0.63647	0.07778	0.15497	0.777777778									
1	9	1.2	low	-2.361936083	9.21925	0.198	0.53099	0.06535	0.11683	0.777777778	-2.780620894	-2.364460497	-2.63108916	-2.079441542	-2.253794929	-2.488914671	-1.980501594	-2.292634762	-2.385966702
1	10	4.28	veryHigh		9.39403	0.185	0.36971	0.05248	0.08927	0.777777778									
1	11	3.36	high		9.57018	0.254	0.92469	0.10727	0.22503	0.777777778									
1	12	3.52	high	-2.280107869	9.74511	0.249	0.50661	0.03993	0.10022	0.777777778	-2.385966702	-2.128631786	-2.465104022	-1.931021537	-2.145581344	-2.44184716	-2.234926445	-2.3227878	-2.465104022
1	13	0	noReward	-2.201070597	9.92104	0.305	0.87501	0.05662	0.16352	0.777777778	-2.253794929	-2.207274913	-2.718100537	-1.265848208	-2.128631786	-2.688247574	-1.676646662	-2.253794929	-2.617295838
1	14	4.92	veryHigh	-2.518473509	10.09676	0.349	0.54146	0.0301	0.09974	0.777777778	-2.63108916	-2.659260037	-2.780620894	-2.3227878	-2.551046452	-2.688247574	-2.282782466	-2.364460497	-2.385966702
1	15	0	noReward	-2.527689632	10.27159	0.339	0.38459	0.02129	0.05441	0.777777778	-2.900422094	-2.525728644	-2.764620553	-2.282782466	-2.385966702	-2.617295838	-2.353878387	-2.465104022	-2.453407983
1	16	0	noReward	-2.508071871	10.44513	0.248	0.74559	0.05806	0.14953	0.777777778	-2.764620553	-2.780620894	-2.900422094	-2.047942875	-2.419118909	-2.718100537	-2.3330443	-2.244316185	-2.364460497
1	17	2.56	med	-1.18420351	10.62016	0.249	1.11988	0.09145	0.22997	0.777777778	-1.32425897	-1.298283484	-1.660731207	-0.546452801	-1.030019497	-1.505077897	-0.780886095	-1.117795108	-1.394326533
1	18	4.64	veryHigh	-2.2907914	10.79423	0.193	0.69078	0.09596	0.18187	0.777777778	-2.645075402	-2.44184716	-2.577021939	-1.698269126	-2.189256408	-2.488914671	-2.055725015	-2.198225078	-2.3227878
1	19	1.76	low		10.96963	0.217	0.31736	0.04576	0.06938	0.777777778									
1	20	0.44	veryLow	-2.422120805	11.1445	0.208	0.20258	0.03331	0.04393	0.777777778	-2.353878387	-2.645075402	-2.748872196	-2.040220829	-2.430418465	-2.617295838	-2.312635429	-2.253794929	-2.396895772
1	21	0	noReward	-2.707507011	11.32063	0.276	0.50155	0.04937	0.09701	0.777777778	-2.47693848	-2.796881415	-3.170085661	-2.120263536	-2.563949857	-3.079113882	-2.47693848	-2.764620553	-2.918771232
1	22	3.28	high	-2.64864713	11.49495	0.235	0.59127	0.08358	0.14332	0.777777778	-2.513306124	-2.718100537	-3.123565645	-1.851509474	-2.63108916	-3.036554268	-2.430418465	-2.70306266	-2.830217835
1	23	4.4	veryHigh	-2.437011877	11.67023	0.25	0.43121	0.03905	0.0818	0.777777778	-2.364460497	-2.312635429	-2.748872196	-1.771956842	-2.375155786	-2.764620553	-2.453407983	-2.538307427	-2.603690186
1	24	0.12	veryLow	-1.701162666	11.84555	0.268	0.55254	0.05369	0.1098	0.777777778	-1.995100393	-1.864330162	-2.282782466	-0.687165109	-1.439695138	-2.171556831	-1.067113622	-1.63989712	-2.162823151
1	25	2.48	med		12.02241	0.38	0.38413	0.0408	0.078	0.777777778									
1	26	0	noReward		12.19538	0.259	0.22764	0.01886	0.04569	0.777777778									
1	27	0	noReward	-2.23179909	12.37103	0.295	0.80282	0.05975	0.15426	0.777777778	-2.551046452	-2.103734234	-2.244316185	-1.7837913	-2.095570924	-2.302585093	-2.120263536	-2.407945609	-2.47693848
1	28	1.8	low	-2.544258066	12.54491	0.229	0.33935	0.02478	0.07011	0.777777778	-2.375155786	-2.538307427	-2.830217835	-2.032557956	-2.538307427	-2.796881415	-2.465104022	-2.603690186	-2.718100537
1	29	1.16	low	-2.137193924	12.7199	0.226	0.62585	0.06474	0.14114	0.777777778	-2.343407088	-2.002480501	-2.375155786	-1.461017907	-1.944910649	-2.430418465	-1.924148657	-2.189256408	-2.563949857
1	30	3.08	high	-2.291267044	12.89816	0.422	0.33426	0.01836	0.0568	0.777777778	-2.419118909	-2.430418465	-2.673648774	-1.74869998	-2.145581344	-2.590267165	-1.951928221	-2.253794929	-2.407945609
1	31	4.2	veryHigh	-1.692626555	13.07078	0.279	0.74707	0.05448	0.14118	0.777777778	-2.063568193	-1.737271284	-1.917322692	-1.339410775	-1.532476871	-1.771956842	-1.5847453	-1.599487582	-1.687399454
1	32	0	noReward	-2.154499088	13.24493	0.229	0.20358	0.01815	0.0427	0.777777778	-2.501036032	-2.26336438	-2.551046452	-1.666008264	-1.944910649	-2.430418465	-1.725971729	-2.024953356	-2.282782466
1	33	0.88	veryLow	-2.195775997	13.42053	0.263	0.23534	0.01918	0.04528	0.777777778	-2.590267165	-2.120263536	-2.162823151	-1.903808973	-2.171556831	-2.128631786	-2.312635429	-2.234926445	-2.137070655
1	34	2.88	med	-2.567133119	13.59616	0.299	0.94357	0.07798	0.20492	0.777777778	-2.3330443	-2.385966702	-2.733368009	-2.128631786	-2.525728644	-2.813410717	-2.453407983	-2.830217835	-2.900422094
1	35	0	noReward	-2.111939837	13.77091	0.28699	0.32501	0.0225	0.06698	0.777777778	-2.488914671	-2.353878387	-2.353878387	-1.698269126	-1.903808973	-2.128631786	-1.944910649	-2.055725015	-2.079441542
1	36	2.12	med	-2.349091934	13.94498	0.228	0.19997	0.02217	0.04693	0.777777778	-2.419118909	-2.364460497	-2.617295838	-1.795767491	-2.063568193	-2.590267165	-2.26336438	-2.396895772	-2.63108916
1	37	0.76	veryLow		14.12105	0.29099	0.54739	0.04877	0.1138	0.777777778									
1	38	0	noReward	-2.196772912	14.29963	0.507	0.53964	0.02338	0.08348	0.777777778	-2.145581344	-2.18036746	-2.312635429	-1.826350914	-2.079441542	-2.244316185	-2.396895772	-2.302585093	-2.282782466
1	39	2.16	med	-2.612535399	14.47201	0.349	0.45144	0.02975	0.08785	0.777777778	-2.47693848	-2.525728644	-2.900422094	-2.079441542	-2.465104022	-2.882403588	-2.603690186	-2.748872196	-2.830217835
1	40	0	noReward	-2.345280536	14.64466	0.207	0.12425	0.01157	0.02673	0.777777778	-2.343407088	-2.353878387	-2.396895772	-1.890475442	-2.292634762	-2.407945609	-2.407945609	-2.513306124	-2.501036032
1	41	3.44	high	-2.271799914	14.82048	0.254	0.75128	0.06428	0.1528	0.777777778	-2.419118909	-2.26336438	-2.617295838	-1.789761467	-2.002480501	-2.501036032	-2.063568193	-2.312635429	-2.47693848
1	42	1.84	low	-1.846708502	14.9961	0.293	0.47493	0.04034	0.10071	0.777777778	-2.024953356	-1.5945493	-1.903808973	-1.541779264	-1.766091722	-1.903808973	-1.937941979	-1.883874758	-2.063568193
1	43	1.96	low		15.92003	0.409	0.82926	0.04029	0.12286	0.777777778									
1	44	0.08	veryLow		16.09101	0.168	0.25908	0.02533	0.05936	0.777777778									
1	45	3.76	high	-2.542297842	16.2679	0.28199	0.43592	0.05093	0.09461	0.777777778	-2.577021939	-2.47693848	-2.864704011	-2.375155786	-2.488914671	-2.748872196	-2.375155786	-2.396895772	-2.577021939
1	46	3.4	high		16.44141	0.191	0.54129	0.05638	0.10936	0.777777778									
1	47	2.6	med	-1.731134571	16.61668	0.207	0.90601	0.10981	0.2216	0.777777778	-1.877317358	-1.980501594	-2.047942875	-1.456716825	-1.725971729	-1.931021537	-1.287354413	-1.541779264	-1.731605546
1	48	0	noReward	-2.426577448	16.79221	0.239	0.87529	0.08015	0.18316	0.777777778	-2.501036032	-2.396895772	-2.645075402	-2.353878387	-2.3227878	-2.590267165	-2.137070655	-2.353878387	-2.538307427
1	49	4.6	veryHigh		16.96698	0.224	0.81644	0.09338	0.18393	0.777777778									
1	50	0	noReward	-2.231035036	17.14195	0.221	0.53707	0.03924	0.09751	0.777777778	-2.375155786	-2.244316185	-2.430418465	-1.845160246	-2.207274913	-2.364460497	-2.312635429	-2.137070655	-2.162823151
1	51	1.32	low		17.31823	0.296	0.84863	0.07245	0.16597	0.777777778									
1	52	2.8	med	-2.001591322	17.49206	0.227	0.27097	0.02927	0.05686	0.777777778	-1.924148657	-1.7837913	-2.137070655	-1.766091722	-1.870802677	-2.120263536	-2.171556831	-2.111964733	-2.128631786
1	53	1.64	low	-2.330393325	17.66716	0.233	0.72698	0.06763	0.16018	0.777777778	-2.63108916	-2.273026291	-2.645075402	-2.103734234	-2.216407397	-2.453407983	-2.234926445	-2.171556831	-2.244316185
1	54	0	noReward	-2.284428507	17.84166	0.201	0.48254	0.06679	0.1187	0.777777778	-2.3227878	-2.353878387	-2.590267165	-1.789761467	-2.253794929	-2.577021939	-2.063568193	-2.244316185	-2.364460497
1	55	0	noReward	-2.286617788	18.01971	0.384	0.40492	0.03188	0.07574	0.777777778	-2.103734234	-2.18036746	-2.645075402	-1.877317358	-2.171556831	-2.577021939	-2.087473713	-2.385966702	-2.551046452
1	56	2.32	med		18.19315	0.29099	0.33438	0.02743	0.06648	0.777777778									
1	57	0.64	veryLow		18.36861	0.317	1.00673	0.08002	0.19272	0.777777778									
1	58	2.68	med	-1.883213662	18.54433	0.358	0.28937	0.02006	0.0561	0.777777778	-2.207274913	-2.017406151	-2.189256408	-1.703748592	-1.737271284	-1.980501594	-1.754463684	-1.660731207	-1.698269126
1	59	0.32	veryLow		18.71771	0.262	0.27148	0.03188	0.06207	0.777777778									
1	60	3.32	high	-2.155601273	18.89283	0.267	1.10252	0.07569	0.2089	0.777777778	-2.3330443	-2.273026291	-2.538307427	-1.509592577	-2.087473713	-2.453407983	-1.660731207	-2.18036746	-2.364460497
1	61	1.44	low	-2.01387709	19.06763	0.256	0.62985	0.07698	0.13719	0.777777778	-2.120263536	-2.137070655	-2.407945609	-1.5847453	-1.924148657	-2.273026291	-1.714798428	-1.937941979	-2.024953356
1	62	4.8	veryHigh		19.24226	0.234	0.86758	0.11887	0.21339	0.777777778									
1	63	0	noReward	-2.248934341	19.41711	0.225	0.61234	0.07185	0.13753	0.777777778	-2.312635429	-2.128631786	-2.501036032	-2.047942875	-2.137070655	-2.488914671	-2.017406151	-2.26336438	-2.343407088
1	64	0	noReward	-2.084082835	19.59258	0.251	0.52601	0.05096	0.11533	0.777777778	-2.095570924	-2.024953356	-2.375155786	-1.599487582	-1.845160246	-2.407945609	-1.714798428	-2.18036746	-2.513306124
1	65	0	noReward	-2.258643196	19.76728	0.233	0.41465	0.0551	0.1047	0.777777778	-2.171556831	-2.407945609	-2.764620553	-1.903808973	-2.216407397	-2.538307427	-1.883874758	-2.128631786	-2.312635429
1	66	1.52	low	-2.5806921	19.94208	0.22	0.88065	0.08458	0.19262	0.777777778	-2.3330443	-2.551046452	-2.864704011	-2.189256408	-2.465104022	-2.900422094	-2.501036032	-2.688247574	-2.733368009
1	67	3.2	high	-1.697386444	20.1172	0.227	0.64653	0.06676	0.14709	0.777777778	-1.820158944	-1.826350914	-2.396895772	-1.081755172	-1.398366942	-2.225624052	-0.986176859	-1.575036486	-1.966112856
1	68	4.56	veryHigh	-2.348908557	20.29215	0.222	0.38779	0.05172	0.0902	0.777777778	-2.26336438	-2.396895772	-2.796881415	-1.973281346	-2.137070655	-2.645075402	-2.017406151	-2.396895772	-2.513306124
1	69	3.8	high	-1.889263422	20.46826	0.28999	0.74635	0.05109	0.14178	0.777777778	-1.980501594	-2.055725015	-2.292634762	-1.418817553	-1.814005078	-2.103734234	-1.64506509	-1.795767491	-1.897119985
1	70	2.96	med	-2.146689765	20.64225	0.229	0.67413	0.07365	0.14302	0.777777778	-2.551046452	-2.063568193	-2.465104022	-1.777856564	-1.995100393	-2.353878387	-1.890475442	-2.024953356	-2.198225078
1	71	3.88	high	-2.339038852	20.8165	0.184	0.53034	0.05197	0.12355	0.777777778	-2.225624052	-2.563949857	-2.617295838	-1.924148657	-2.44184716	-2.419118909	-2.282782466	-2.3227878	-2.253794929
1	72	4.24	veryHigh	-2.15751944	20.99151	0.183	0.4709	0.05096	0.10895	0.777777778	-2.137070655	-2.145581344	-2.47693848	-1.57987911	-1.890475442	-2.501036032	-1.897119985	-2.225624052	-2.563949857
1	73	2.84	med	-1.916988681	21.16873	0.316	1.22799	0.0921	0.21696	0.777777778	-2.198225078	-2.071473372	-2.128631786	-1.766091722	-1.660731207	-2.024953356	-1.74869998	-1.789761467	-1.864330162
1	74	1.56	low	-2.254464888	21.34321	0.28599	0.69813	0.07379	0.15279	0.777777778	-2.145581344	-2.162823151	-2.465104022	-1.877317358	-2.079441542	-2.419118909	-2.253794929	-2.385966702	-2.501036032
1	75	0	noReward	-1.631079731	21.51698	0.209	0.77158	0.08879	0.19264	0.777777778	-1.714798428	-1.660731207	-1.958995389	-1.010601411	-1.398366942	-1.877317358	-1.418817553	-1.742969305	-1.897119985
1	76	0	noReward	-2.23145343	21.69113	0.159	0.30748	0.03869	0.07862	0.777777778	-2.430418465	-2.282782466	-2.590267165	-1.807888851	-2.017406151	-2.453407983	-1.944910649	-2.26336438	-2.292634762
1	77	0.4	veryLow	-1.919325408	21.86738	0.232	0.80305	0.08475	0.18881	0.777777778	-1.995100393	-2.111964733	-2.273026291	-1.452434164	-1.687399454	-2.18036746	-1.731605546	-1.801809805	-2.040220829
1	78	0	noReward	-1.660469865	22.04181	0.197	0.43784	0.05195	0.10009	0.777777778	-1.890475442	-1.917322692	-2.154165088	-1.10262031	-1.500583508	-2.002480501	-1.130102956	-1.456716825	-1.789761467
1	79	0	noReward	-2.008864207	22.21768	0.249	0.64642	0.0549	0.13715	0.777777778	-2.171556831	-2.189256408	-2.513306124	-1.354795694	-1.666008264	-2.430418465	-1.482805262	-1.958995389	-2.312635429
1	80	0.04	veryLow	-2.490581619	22.39178	0.193	0.92259	0.11729	0.23032	0.777777778	-2.796881415	-2.659260037	-3.015934981	-1.958995389	-2.234926445	-2.813410717	-2.137070655	-2.273026291	-2.525728644
1	81	0	noReward	-2.344899822	22.5683	0.28699	0.41128	0.0321	0.08362	0.777777778	-2.312635429	-2.47693848	-2.645075402	-1.877317358	-2.111964733	-2.577021939	-2.216407397	-2.3227878	-2.563949857
1	82	4.36	veryHigh	-2.394993166	22.7427	0.246	0.3383	0.03804	0.08917	0.777777778	-2.688247574	-2.538307427	-2.70306266	-2.120263536	-2.120263536	-2.563949857	-2.292634762	-2.225624052	-2.302585093
1	83	4.72	veryHigh	-2.204909797	22.91676	0.193	0.46514	0.04268	0.10331	0.777777778	-2.032557956	-2.198225078	-2.577021939	-1.931021537	-2.002480501	-2.513306124	-1.910543005	-2.225624052	-2.453407983
1	84	0.8	veryLow	-1.876627828	23.09285	0.257	0.71021	0.0573	0.14418	0.777777778	-2.047942875	-2.103734234	-2.407945609	-1.328025453	-1.5847453	-2.273026291	-1.224175512	-1.832581464	-2.087473713
1	85	0	noReward		23.86478	0.225	0.52462	0.06736	0.13519	0.777777778									
1	86	1.4	low	-2.39081196	24.03975	0.221	0.72456	0.1076	0.18148	0.777777778	-2.563949857	-2.302585093	-2.538307427	-2.343407088	-2.145581344	-2.465104022	-2.364460497	-2.385966702	-2.407945609
1	87	0	noReward	-2.67905182	24.21416	0.183	0.7016	0.08	0.16295	0.777777778	-2.780620894	-2.733368009	-3.015934981	-2.3330443	-2.718100537	-2.937463365	-2.525728644	-2.47693848	-2.590267165
1	88	3.64	high	-2.573227774	24.3892	0.186	1.02795	0.12171	0.24355	0.777777778	-2.733368009	-2.617295838	-2.864704011	-2.063568193	-2.590267165	-2.748872196	-2.343407088	-2.538307427	-2.659260037
1	89	0	noReward	-2.546613917	24.56365	0.153	0.40035	0.04762	0.10002	0.777777778	-2.918771232	-2.659260037	-3.015934981	-2.3227878	-2.3330443	-2.847312268	-2.128631786	-2.26336438	-2.430418465
1	90	1.88	low		24.73908	0.18	0.49259	0.0593	0.12147	0.777777778									
1	91	3.04	high		24.91525	0.248	0.72639	0.05479	0.13798	0.777777778									
1	92	0	noReward	-2.601044039	25.08961	0.208	0.82844	0.10873	0.21787	0.777777778	-2.617295838	-2.645075402	-2.847312268	-2.488914671	-2.419118909	-2.733368009	-2.488914671	-2.538307427	-2.63108916
1	93	4.08	veryHigh	-1.781689231	25.26435	0.19	0.29831	0.03004	0.07169	0.777777778	-2.047942875	-1.883874758	-2.040220829	-1.500583508	-1.698269126	-1.951928221	-1.537117251	-1.666008264	-1.709258248
1	94	1.72	low	-2.504858548	25.43958	0.204	0.42885	0.05561	0.10428	0.777777778	-2.864704011	-2.659260037	-2.748872196	-2.26336438	-2.343407088	-2.538307427	-2.353878387	-2.385966702	-2.385966702
1	95	0.24	veryLow	-2.457674848	25.61546	0.258	0.5672	0.08441	0.16733	0.777777778	-2.813410717	-2.563949857	-2.465104022	-2.430418465	-2.430418465	-2.364460497	-2.430418465	-2.385966702	-2.234926445
1	96	2.92	med	-2.695611369	25.78956	0.204	0.37557	0.037	0.08193	0.777777778	-2.501036032	-2.673648774	-2.95651156	-2.501036032	-2.688247574	-3.015934981	-2.44184716	-2.733368009	-2.748872196
1	97	2.72	med	-2.695055915	25.96423	0.181	0.38147	0.05596	0.10177	0.777777778	-2.673648774	-2.796881415	-3.079113882	-2.024953356	-2.501036032	-3.101092789	-2.407945609	-2.733368009	-2.937463365
1	98	4.48	veryHigh	-2.383873115	26.13908	0.174	0.92937	0.09437	0.22338	0.777777778	-2.748872196	-2.590267165	-2.603690186	-2.244316185	-2.216407397	-2.453407983	-2.154165088	-2.18036746	-2.26336438
1	99	3.96	high	-2.226041083	26.3148	0.215	1.09489	0.20308	0.33083	0.777777778	-2.513306124	-2.3227878	-2.688247574	-1.820158944	-2.120263536	-2.513306124	-1.931021537	-1.944910649	-2.18036746
1	100	0	noReward	-2.528487856	26.4898	0.214	0.34211	0.04032	0.08327	0.777777778	-2.864704011	-2.551046452	-2.659260037	-2.273026291	-2.419118909	-2.590267165	-2.501036032	-2.501036032	-2.396895772
1	101	3.72	high	-2.226330786	26.6648	0.215	0.68972	0.08391	0.17453	0.777777778	-2.353878387	-2.343407088	-2.563949857	-1.864330162	-2.18036746	-2.44184716	-2.002480501	-2.079441542	-2.207274913
1	102	0.92	veryLow	-2.695092127	26.84033	0.248	0.96049	0.1044	0.24739	0.777777778	-2.659260037	-2.617295838	-2.95651156	-2.453407983	-2.551046452	-2.918771232	-2.617295838	-2.748872196	-2.733368009
1	103	4.04	veryHigh	-2.307500345	27.01493	0.222	0.412	0.04586	0.09771	0.777777778	-2.513306124	-2.198225078	-2.488914671	-2.002480501	-1.966112856	-2.44184716	-2.282782466	-2.396895772	-2.47693848
1	104	0.28	veryLow	-2.304573561	27.18975	0.211	0.6117	0.10133	0.18049	0.777777778	-2.577021939	-2.551046452	-2.673648774	-2.032557956	-2.128631786	-2.453407983	-2.137070655	-2.024953356	-2.162823151
1	105	0.84	veryLow	-2.515033658	27.3646	0.203	0.94158	0.10789	0.24649	0.777777778	-2.63108916	-2.563949857	-2.673648774	-2.253794929	-2.385966702	-2.563949857	-2.353878387	-2.645075402	-2.563949857
1	106	2.04	med	-2.155960644	27.5397	0.206	0.49356	0.09715	0.15407	0.777777778	-2.111964733	-2.225624052	-2.590267165	-1.57987911	-2.024953356	-2.465104022	-1.826350914	-2.171556831	-2.407945609
1	107	0	noReward	-2.064405182	27.71473	0.21	0.77336	0.08981	0.18511	0.777777778	-2.198225078	-2.234926445	-2.453407983	-1.742969305	-2.040220829	-2.234926445	-1.682008605	-1.864330162	-2.128631786
1	108	0	noReward	-2.300081455	27.88993	0.219	0.62812	0.06837	0.15007	0.777777778	-2.501036032	-2.430418465	-2.617295838	-1.795767491	-2.189256408	-2.513306124	-2.063568193	-2.225624052	-2.364460497
1	109	2.52	med	-2.44950326	28.06581	0.272	0.58823	0.05626	0.1287	0.777777778	-2.302585093	-2.419118909	-2.830217835	-1.801809805	-2.343407088	-2.813410717	-2.128631786	-2.688247574	-2.718100537
1	110	1.6	low	-2.484796501	28.24145	0.309	0.91784	0.07116	0.19161	0.777777778	-2.302585093	-2.513306124	-2.864704011	-1.845160246	-2.343407088	-2.864704011	-2.225624052	-2.590267165	-2.813410717
1	111	0	noReward		28.41523	0.233	1.0999	0.10429	0.24835	0.777777778									
1	112	3.16	high	-2.323157009	28.59015	0.231	0.79458	0.11762	0.22139	0.777777778	-2.590267165	-2.430418465	-2.465104022	-1.995100393	-2.189256408	-2.364460497	-2.375155786	-2.273026291	-2.225624052
1	113	2.44	med	-2.228815687	28.7665	0.31	0.79669	0.0533	0.15183	0.777777778	-2.103734234	-2.364460497	-2.688247574	-1.771956842	-2.234926445	-2.501036032	-1.951928221	-2.120263536	-2.3227878
1	114	0.48	veryLow		28.94033	0.241	0.30927	0.02546	0.06216	0.777777778									
1	115	4.52	veryHigh	-2.373633236	29.11461	0.195	0.55468	0.0589	0.12913	0.777777778	-2.375155786	-2.577021939	-2.590267165	-2.055725015	-2.3330443	-2.563949857	-2.207274913	-2.26336438	-2.396895772
1	116	1.28	low	-1.669202259	29.29026	0.232	0.79689	0.07949	0.18202	0.777777778	-1.703748592	-1.703748592	-2.18036746	-1.041287222	-1.496109227	-2.145581344	-1.114741671	-1.63475572	-2.002480501
1	117	0	noReward	-1.611669308	29.4654	0.241	0.50225	0.04517	0.10846	0.777777778	-1.720369473	-1.609437912	-1.801809805	-1.509592577	-1.509592577	-1.676646662	-1.575036486	-1.565421027	-1.537117251
1	118	0	noReward	-1.967747035	29.64011	0.225	0.71204	0.11007	0.17413	0.777777778	-2.055725015	-1.966112856	-2.353878387	-1.532476871	-1.777856564	-2.253794929	-1.795767491	-1.910543005	-2.063568193
1	119	2.64	med	-1.827861059	29.81488	0.208	0.5832	0.09661	0.13893	0.777777778	-2.154165088	-1.980501594	-2.032557956	-1.448169765	-1.698269126	-1.973281346	-1.63989712	-1.703748592	-1.820158944
1	120	0	noReward	-2.148031679	29.99053	0.248	0.87578	0.09596	0.19698	0.777777778	-2.385966702	-2.095570924	-2.353878387	-1.845160246	-1.931021537	-2.302585093	-2.079441542	-2.103734234	-2.234926445
1	121	1.68	low		30.16491	0.211	0.52533	0.06931	0.12732	0.777777778									
1	122	0	noReward	-1.920342853	30.34003	0.216	0.77004	0.07983	0.1717	0.777777778	-2.312635429	-1.870802677	-1.958995389	-1.7837913	-1.62455155	-1.910543005	-1.973281346	-1.910543005	-1.937941979
1	123	3.6	high	-2.524315298	30.51516	0.226	1.42448	0.17399	0.31453	0.777777778	-2.44184716	-2.407945609	-2.813410717	-1.980501594	-2.198225078	-2.830217835	-2.525728644	-2.673648774	-2.847312268
1	124	0.68	veryLow	-2.180767963	30.6897	0.197	0.51761	0.0542	0.12019	0.777777778	-1.924148657	-2.47693848	-2.513306124	-1.944910649	-1.931021537	-2.364460497	-2.047942875	-2.189256408	-2.234926445
1	125	4.76	veryHigh		30.86483	0.204	0.8787	0.08702	0.20085	0.777777778									
1	126	4.68	veryHigh	-1.523726559	31.03993	0.21	1.43892	0.18764	0.362	0.777777778	-1.826350914	-1.575036486	-1.890475442	-1.061316504	-1.301953213	-1.870802677	-0.908818717	-1.452434164	-1.826350914
1	127	0.36	veryLow	-2.602925731	31.93461	0.248	0.60232	0.04722	0.11929	0.777777778	-3.101092789	-2.975929646	-2.796881415	-2.47693848	-2.538307427	-2.63108916	-2.198225078	-2.364460497	-2.343407088
1	128	2.2	med		32.10921	0.224	0.9274	0.08914	0.18729	0.777777778									
1	129	0	noReward	-2.118629746	32.28499	0.269	0.60279	0.06195	0.14522	0.777777778	-2.645075402	-2.244316185	-2.44184716	-1.698269126	-2.009915479	-2.312635429	-1.760260802	-1.937941979	-2.017406151
1	130	4.44	veryHigh	-2.335669339	32.4597	0.251	0.63607	0.10669	0.18581	0.777777778	-2.70306266	-2.513306124	-2.617295838	-2.079441542	-2.273026291	-2.538307427	-1.958995389	-2.111964733	-2.225624052
1	131	4.88	veryHigh	-2.643588171	32.63428	0.225	0.67117	0.06132	0.14703	0.777777778	-2.63108916	-2.645075402	-3.057607677	-2.225624052	-2.563949857	-2.995732274	-2.407945609	-2.577021939	-2.688247574
1	132	0	noReward	-2.950065276	32.80955	0.239	0.72808	0.08944	0.18257	0.777777778	-3.101092789	-2.918771232	-3.170085661	-2.764620553	-2.659260037	-3.079113882	-2.780620894	-3.101092789	-2.975929646
1	133	0	noReward	-2.138778837	32.98556	0.3	0.72957	0.08427	0.17332	0.777777778	-2.603690186	-2.189256408	-2.3227878	-2.071473372	-1.870802677	-2.216407397	-2.063568193	-1.966112856	-1.944910649
1	134	0	noReward	-2.025694283	33.15966	0.246	0.48436	0.0443	0.10053	0.777777778	-1.958995389	-2.154165088	-2.465104022	-1.305636458	-1.897119985	-2.501036032	-1.378326191	-2.032557956	-2.538307427
1	135	0	noReward	-2.320413114	33.33593	0.323	0.83656	0.08696	0.18076	0.777777778	-2.3330443	-2.343407088	-2.551046452	-2.071473372	-2.137070655	-2.525728644	-2.024953356	-2.3330443	-2.563949857
1	136	1.92	low	-2.501251862	33.50965	0.244	0.62534	0.0455	0.11371	0.777777778	-2.603690186	-2.47693848	-2.733368009	-2.282782466	-2.273026291	-2.577021939	-2.688247574	-2.375155786	-2.501036032
1	137	3.12	high		33.68486	0.254	1.17636	0.10563	0.24875	0.777777778									
1	138	1.04	low	-2.157282871	33.85988	0.256	0.87039	0.07472	0.17593	0.777777778	-2.385966702	-2.292634762	-2.488914671	-1.725971729	-1.980501594	-2.407945609	-1.883874758	-2.095570924	-2.154165088
1	139	1.48	low	-2.239409957	34.03428	0.22	0.43634	0.04485	0.10186	0.777777778	-2.385966702	-2.198225078	-2.590267165	-1.870802677	-2.079441542	-2.501036032	-2.047942875	-2.198225078	-2.282782466
1	140	3.56	high	-2.456858843	34.21026	0.277	0.71229	0.05972	0.15494	0.777777778	-2.407945609	-2.764620553	-2.864704011	-2.273026291	-2.189256408	-2.764620553	-2.198225078	-2.26336438	-2.385966702
1	141	0.6	veryLow	-1.71430344	34.385	0.263	0.69451	0.06149	0.14598	0.777777778	-2.071473372	-1.851509474	-1.903808973	-1.527857925	-1.560647748	-1.771956842	-1.614450454	-1.532476871	-1.5945493
